,0
546,0.0
547,1.0
548,
549,1.0
550,0.0
551,1.0
552,3.0
553,3.0
554,1.0
555,1.0
556,2.0
557,1.0
558,2.0
559,0.0
560,1.0
561,2.0
562,3.0
563,1.0
564,0.0
565,1.0
566,3.0
567,2.0
568,1.0
569,0.0
570,0.0
571,
572,1.0
573,2.0
574,1.0
575,3.0
576,0.0
577,1.0
578,
579,
580,3.0
581,0.0
582,2.0
583,2.0
584,1.0
585,0.0
586,2.0
587,3.0
588,2.0
589,0.0
590,1.0
591,1.0
592,0.0
593,1.0
594,2.0
595,1.0
596,0.0
597,1.0
598,3.0
599,1.0
600,2.0
601,1.0
602,2.0
603,0.0
604,1.0
605,2.0
606,1.0
607,
608,0.0
609,1.0
610,2.0
611,1.0
612,1.0
613,1.0
614,17
615,
616,1.0
617,0.0
618,0.0
619,1.0
620,2.0
621,1.0
622,2.0
623,1.0
624,0.0
625,2.0
626,0.0
627,1.0
628,1.0
629,2.0
630,0.0
631,1.0
632,0.0
633,3.0
634,1.0
635,2.0
636,
637,1.0
638,2.0
639,0.0
640,9.0
641,3.0
642,2.0
643,0.0
644,0.0
645,2.0
646,1.0
647,1.0
648,0.0
649,3.0
650,2.0
651,1.0
652,0.0
653,3.0
654,2.0
655,2.0
656,1.0
657,2.0
658,0.0
659,1.0
660,2.0
661,2.0
662,0.0
663,1.0
664,0.0
665,1.0
666,2.0
667,0.0
668,1.0
669,1.0
670,4.0
671,0.0
672,3.0
673,0.0
674,1.0
675,2.0
676,0.0
677,3.0
678,1.0
679,2.0
680,2.0
681,1.0
682,0.0
683,1.0
684,20
685,1.0
686,2.0
687,4.0
688,0.0
689,1.0
690,
691,0.0
692,2.0
693,1.0
694,2.0
695,0.0
696,1.0
697,0.0
698,5.0
699,2.0
700,1.0
701,2.0
702,2.0
703,1.0
704,0.0
705,0.0
706,7.0
707,2.0
708,0.0
709,0.0
710,1.0
711,3.0
712,1.0
713,1.0
714,0.0
715,1.0
716,0.0
717,2.0
718,1.0
719,4.0
720,2.0
721,1.0
722,1.0
723,0.0
724,4.0
725,-1.0
726,3.0
727,1.0
728,2.0
729,0.0
730,1.0
731,1.0
732,3.0
733,0.0
734,2.0
735,0.0
736,1.0
737,3.0
738,6.0
739,0.0
740,1.0
741,0.0
742,2.0
743,6.0
744,1.0
745,2.0
746,1.0
747,0.0
748,
749,0.0
750,1.0
751,1.0
752,3.0
753,2.0
754,0.0
755,4.0
756,
757,1.0
758,3.0
759,2.0
760,
761,3.0
762,1.0
763,2.0
764,3.0
765,0.0
766,1.0
767,2.0
768,1.0
769,0.0
770,1.0
771,3.0
772,0.0
773,1.0
774,1.0
775,0.0
776,3.0
777,0.0
778,1.0
779,
780,1.0
781,2.0
782,3.0
783,0.0
784,2.0
785,1.0
786,0.0
787,2.0
788,1.0
789,1.0
790,0.0
791,2.0
792,1.0
793,1.0
794,0.0
795,2.0
796,0.0
797,2.0
798,0.0
799,4.0
800,1.0
801,0.0
802,2.0
803,1.0
804,0.0
805,1.0
806,2.0
807,0.0
808,1.0
809,0.0
810,2.0
811,3.0
812,2.0
813,0.0
814,1.0
815,0.0
816,1.0
817,2.0
818,4.0
819,2.0
820,1.0
821,3.0
822,2.0
823,2.0
824,0.0
825,1.0
826,0.0
827,3.0
828,1.0
829,2.0
830,1.0
831,2.0
832,
833,0.0
834,1.0
835,1.0
836,0.0
837,1.0
838,2.0
839,2.0
840,1.0
841,1.0
842,2.0
843,1.0
844,3.0
845,2.0
846,1.0
847,3.0
848,0.0
849,1.0
850,0.0
851,4.0
852,
853,2.0
854,0.0
855,5.0
856,1.0
857,1.0
858,1.0
859,0.0
860,3.0
861,1.0
862,2.0
863,0.0
864,1.0
865,2.0
866,1.0
867,0.0
868,2.0
869,1.0
870,0.0
871,
872,2.0
873,2.0
874,0.0
875,1.0
876,1.0
877,0.0
878,1.0
879,2.0
880,1.0
881,0.0
882,
883,2.0
884,1.0
885,0.0
886,
887,1.0
888,0.0
889,0.0
890,1.0
891,0.0
892,0.0
893,
894,1.0
895,0.0
896,1.0
897,1.0
898,3.0
899,0.0
900,1.0
901,0.0
902,1.0
903,1.0
904,2.0
905,3.0
906,1.0
907,2.0
908,0.0
909,0.0
910,1.0
911,3.0
912,0.0
913,0.0
914,1.0
915,2.0
916,2.0
917,0.0
918,0.0
919,1.0
920,0.0
921,2.0
922,0.0
923,1.0
924,1.0
925,0.0
926,2.0
927,5.0
928,0.0
929,3.0
930,0.0
931,1.0
932,3.0
933,2.0
934,1.0
935,1.0
936,0.0
937,3.0
938,1.0
939,
940,1.0
941,1.0
942,1.0
943,2.0
944,2.0
945,18
946,1.0
947,3.0
948,1.0
949,2.0
950,0.0
951,0.0
952,1.0
953,2.0
954,0.0
955,1.0
956,0.0
957,1.0
958,0.0
959,1.0
960,2.0
961,0.0
962,1.0
963,2.0
964,1.0
965,0.0
966,0.0
967,2.0
968,1.0
969,0.0
970,1.0
971,2.0
972,4.0
973,4.0
974,1.0
975,0.0
976,2.0
977,3.0
978,0.0
979,2.0
980,-1.0
981,2.0
982,1.0
983,1.0
984,3.0
985,2.0
986,1.0
987,0.0
988,1.0
989,2.0
990,1.0
991,
992,2.0
993,1.0
994,0.0
995,0.0
996,2.0
997,0.0
998,3.0
999,1.0
1000,0.0
1001,2.0
1002,1.0
1003,2.0
1004,0.0
1005,3.0
1006,1.0
1007,3.0
1008,1.0
1009,1.0
1010,2.0
1011,3.0
1012,2.0
1013,3.0
1014,1.0
1015,0.0
1016,1.0
1017,0.0
1018,5.0
1019,1.0
1020,3.0
1021,2.0
1022,0.0
1023,2.0
1024,0.0
1025,3.0
1026,2.0
1027,1.0
1028,0.0
1029,1.0
1030,0.0
1031,1.0
1032,0.0
1033,1.0
1034,0.0
1035,3.0
1036,8.0
1037,0.0
1038,1.0
1039,0.0
1040,2.0
1041,1.0
1042,
1043,0.0
1044,0.0
1045,1.0
1046,0.0
1047,1.0
1048,1.0
1049,2.0
1050,3.0
1051,1.0
1052,1.0
1053,0.0
1054,2.0
1055,0.0
1056,3.0
1057,
1058,0.0
1059,3.0
1060,1.0
1061,1.0
1062,2.0
1063,0.0
1064,3.0
1065,3.0
1066,2.0
1067,1.0
1068,0.0
1069,2.0
1070,1.0
1071,1.0
1072,2.0
1073,0.0
1074,1.0
1075,0.0
1076,2.0
1077,0.0
1078,5.0
1079,-1.0
1080,1.0
1081,2.0
1082,0.0
1083,
1084,3.0
1085,2.0
1086,0.0
1087,1.0
1088,2.0
1089,
1090,2.0
1091,0.0
1092,1.0
1093,1.0
1094,0.0
1095,2.0
1096,2.0
1097,0.0
1098,3.0
1099,1.0
1100,0.0
1101,3.0
1102,0.0
1103,2.0
1104,0.0
1105,1.0
1106,0.0
1107,1.0
1108,1.0
1109,2.0
1110,0.0
1111,1.0
1112,3.0
1113,0.0
1114,2.0
1115,0.0
1116,2.0
1117,1.0
1118,2.0
1119,
1120,0.0
1121,3.0
1122,1.0
1123,2.0
1124,1.0
1125,0.0
1126,1.0
1127,1.0
1128,3.0
1129,
1130,1.0
1131,0.0
1132,3.0
1133,1.0
1134,2.0
1135,1.0
1136,0.0
1137,
1138,0.0
1139,0.0
1140,1.0
1141,2.0
1142,0.0
1143,1.0
1144,0.0
1145,1.0
1146,0.0
1147,1.0
1148,2.0
1149,
1150,1.0
1151,1.0
1152,2.0
1153,1.0
1154,2.0
1155,0.0
1156,2.0
1157,0.0
1158,1.0
1159,
1160,1.0
1161,2.0
1162,3.0
1163,0.0
1164,1.0
1165,0.0
1166,1.0
1167,1.0
1168,0.0
