,0
0,Y
1,N
2,['Y' nan 'N']
3,['Y' nan 'N']
4,Y
5,N
6,Y
7,N
8,Y
9,N
10,Y
11,N
12,Y
13,N
14,Y
15,N
16,Y
17,N
18,Y
19,N
20,Y
21,N
22,Y
23,N
24,Y
25,N
26,
